preprocess,feature_map,model,seconds,ok,timed_out,converged,unreliable,accuracy,balanced_accuracy,auc,sensitivity,specificity,error
Standardize (z-score),None (identity),K-TSP (Top-Scoring Pairs),3.208335,True,False,True,False,0.803921568627451,0.8038461538461539,0.8669230769230769,0.8076923076923077,0.8,
Standardize (z-score),None (identity),Nearest Shrunken Centroid,0.162122,True,False,True,False,0.8921568627450981,0.8923076923076922,0.9319230769230769,0.8846153846153846,0.9,
Standardize (z-score),PCA (50 components),Random Forest,5.362906,True,False,True,False,0.8921568627450981,0.8915384615384616,0.9469230769230769,0.9230769230769231,0.86,
Standardize (z-score),PCA (50 components),Gradient Boosting,1.539697,True,False,True,False,0.8137254901960784,0.8126923076923077,0.8842307692307692,0.8653846153846154,0.76,
Standardize (z-score),PCA (50 components),Hist Gradient Boosting,1.095001,True,False,True,False,0.8725490196078431,0.8719230769230769,0.918076923076923,0.9038461538461539,0.84,
Standardize (z-score),PCA (50 components),Logistic Regression,0.905869,True,False,True,False,0.9117647058823529,0.911923076923077,0.9307692307692308,0.9038461538461539,0.92,
Standardize (z-score),PCA (50 components),SVM (linear),1.063731,True,False,True,False,0.9117647058823529,0.911923076923077,0.9353846153846154,0.9038461538461539,0.92,
Standardize (z-score),PCA (50 components),SVM (RBF),0.956287,True,False,True,False,0.8431372549019608,0.8423076923076923,0.9065384615384615,0.8846153846153846,0.8,
Standardize (z-score),PCA (50 components),Decision Tree,0.874811,True,False,True,False,0.696078431372549,0.6950000000000001,0.6950000000000001,0.75,0.64,
Standardize (z-score),PCA (50 components),Naive Bayes,0.866174,True,False,True,False,0.6568627450980392,0.6511538461538462,0.8384615384615385,0.9423076923076923,0.36,
Standardize (z-score),PCA (50 components),k-NN,0.866709,True,False,True,False,0.803921568627451,0.801923076923077,0.8751923076923077,0.9038461538461539,0.7,
Standardize (z-score),PCA (50 components),K-TSP (Top-Scoring Pairs),0.992548,True,False,True,False,0.803921568627451,0.8026923076923077,0.893846153846154,0.8653846153846154,0.74,
Standardize (z-score),PCA (50 components),Nearest Shrunken Centroid,0.859103,True,False,True,False,0.5980392156862745,0.595,0.6976923076923076,0.75,0.44,
Standardize (z-score),Class-conditional PCA,Random Forest,5.150388,True,False,True,False,0.8333333333333334,0.8334615384615385,0.9,0.8269230769230769,0.84,
Standardize (z-score),Class-conditional PCA,Gradient Boosting,1.263616,True,False,True,False,0.803921568627451,0.8038461538461539,0.9046153846153846,0.8076923076923077,0.8,
Standardize (z-score),Class-conditional PCA,Hist Gradient Boosting,0.882906,True,False,True,False,0.8235294117647058,0.8234615384615385,0.8603846153846153,0.8269230769230769,0.82,
Standardize (z-score),Class-conditional PCA,Logistic Regression,0.893785,True,False,True,False,0.7156862745098039,0.7146153846153847,0.7811538461538462,0.7692307692307693,0.66,
Standardize (z-score),Class-conditional PCA,SVM (linear),1.277552,True,False,True,False,0.7549019607843137,0.7538461538461538,0.2057692307692308,0.8076923076923077,0.7,
Standardize (z-score),Class-conditional PCA,SVM (RBF),0.754576,True,False,True,False,0.7941176470588235,0.7938461538461539,0.8230769230769232,0.8076923076923077,0.78,
Standardize (z-score),Class-conditional PCA,Decision Tree,0.659671,True,False,True,False,0.7352941176470589,0.7353846153846153,0.7353846153846154,0.7307692307692307,0.74,
